Order Date,Sales,Profit,Quantity,Discount,Category,Sub-Category,Segment,Region,Product Name
2023-04-01,78012,17633.36,282,0.1,Technology,Storage,Home Office,West,Product A
2023-04-01,55826,12329.59,295,0.09,Technology,Chairs,Consumer,Central,Product A
2023-04-01,60123,14735.9,161,0.09,Technology,Storage,Corporate,South,Product A
2023-05-01,38266,7058.21,201,0.11,Furniture,Chairs,Home Office,East,Product B
2023-05-01,46477,9525.33,253,0.15,Furniture,Phones,Corporate,West,Product C
2023-05-01,40085,6466.82,207,0.13,Furniture,Chairs,Consumer,Central,Product B
2023-05-01,37989,9184.15,260,0.19,Furniture,Phones,Consumer,South,Product A
2023-05-01,56009,8479.01,176,0.09,Office Supplies,Binders,Consumer,East,Product C
2023-05-01,14676,1512.37,230,0.07,Office Supplies,Storage,Corporate,West,Product C
2023-05-01,34807,4073.55,281,0.13,Office Supplies,Storage,Consumer,Central,Product B
2023-05-01,38924,5848.14,127,0.08,Office Supplies,Chairs,Consumer,South,Product C
2023-05-01,78581,9471.26,206,0.04,Technology,Phones,Corporate,East,Product A
2023-05-01,38530,7839.04,116,0.16,Technology,Phones,Home Office,West,Product B
2023-05-01,75590,17595.12,235,0.06,Technology,Phones,Home Office,Central,Product B
2023-05-01,61143,14560.64,159,0.14,Technology,Storage,Consumer,South,Product B
2023-06-01,12851,1343.26,86,0.16,Furniture,Storage,Home Office,East,Product C
2023-06-01,24412,6026.69,135,0.09,Furniture,Chairs,Corporate,West,Product B
2023-06-01,21555,2929.85,111,0.05,Furniture,Storage,Corporate,Central,Product C
2023-06-01,33802,6666.35,266,0.02,Furniture,Chairs,Home Office,South,Product B
2023-06-01,11950,1434.58,266,0.11,Office Supplies,Storage,Corporate,East,Product B
2023-06-01,61982,8752.37,122,0.02,Office Supplies,Chairs,Home Office,West,Product C
2023-06-01,53371,4839.43,187,0.05,Office Supplies,Chairs,Home Office,Central,Product C
2023-06-01,48263,6809.31,289,0.09,Office Supplies,Binders,Consumer,South,Product B
2023-06-01,67889,10483.44,282,0.02,Technology,Binders,Home Office,East,Product B
2023-06-01,10331,1039.98,293,0.05,Technology,Chairs,Consumer,West,Product C
2023-06-01,18612,1592.01,205,0.08,Technology,Tables,Home Office,Central,Product A
2023-06-01,68263,6563.93,252,0.09,Technology,Binders,Consumer,South,Product C
2023-07-01,58556,12505.77,242,0.16,Furniture,Chairs,Home Office,East,Product B
2023-07-01,11993,2595.44,110,0.17,Furniture,Phones,Home Office,West,Product B
2023-07-01,40215,6505.29,156,0.02,Furniture,Phones,Home Office,Central,Product B
2023-07-01,75405,6256.61,297,0.13,Furniture,Phones,Corporate,South,Product C
2023-07-01,78647,15028.84,158,0.12,Office Supplies,Tables,Corporate,East,Product B
2023-07-01,54221,5924.13,170,0.04,Office Supplies,Binders,Consumer,West,Product C
2023-07-01,25961,4681.98,171,0.18,Office Supplies,Chairs,Corporate,Central,Product A
2023-07-01,48518,10078.33,117,0.04,Office Supplies,Phones,Consumer,South,Product A
2023-07-01,51530,8256.93,258,0.02,Technology,Tables,Corporate,East,Product B
2023-07-01,11677,1269.39,157,0.07,Technology,Binders,Consumer,West,Product C
2023-07-01,39002,6787.12,280,0.19,Technology,Tables,Consumer,Central,Product B
2023-07-01,48788,11532.43,64,0.11,Technology,Storage,Consumer,South,Product C
2023-08-01,61091,12792.43,118,0.07,Furniture,Storage,Corporate,East,Product B
2023-08-01,32040,6590.31,195,0.17,Furniture,Phones,Consumer,West,Product B
2023-08-01,45160,10954.07,131,0.11,Furniture,Storage,Home Office,Central,Product C
2023-08-01,45347,5727.28,254,0.07,Furniture,Chairs,Consumer,South,Product A
2023-08-01,78934,18577.03,167,0.07,Office Supplies,Binders,Corporate,East,Product A
2023-08-01,43699,8399.39,248,0.04,Office Supplies,Chairs,Home Office,West,Product B
2023-08-01,51883,5147.55,224,0.15,Office Supplies,Storage,Corporate,Central,Product C
2023-08-01,25893,6103.32,162,0.17,Office Supplies,Binders,Home Office,South,Product C
2023-08-01,23362,2585.56,142,0.08,Technology,Binders,Consumer,East,Product A
2023-08-01,72375,15029.73,285,0.19,Technology,Phones,Home Office,West,Product A
2023-08-01,46227,6002.35,169,0.06,Technology,Chairs,Home Office,Central,Product A
2023-08-01,35100,5609.68,215,0.11,Technology,Storage,Corporate,South,Product A
2023-09-01,22032,5302.66,161,0.08,Furniture,Chairs,Corporate,East,Product A
2023-09-01,33794,3230.45,201,0.06,Furniture,Chairs,Consumer,West,Product B
2023-09-01,79969,14903.44,250,0.12,Furniture,Phones,Home Office,Central,Product A
2023-09-01,15138,2070.83,115,0.1,Furniture,Storage,Consumer,South,Product B
2023-09-01,10591,2123.8,135,0.2,Office Supplies,Chairs,Home Office,East,Product A
2023-09-01,43151,4940.54,138,0.19,Office Supplies,Binders,Home Office,West,Product A
2023-09-01,28775,7059.29,138,0.07,Office Supplies,Phones,Home Office,Central,Product A
2023-09-01,36224,4142.95,177,0.14,Office Supplies,Storage,Corporate,South,Product A
2023-09-01,28846,3414.98,69,0.06,Technology,Tables,Corporate,East,Product C
2023-09-01,37568,4256.95,165,0.07,Technology,Storage,Consumer,West,Product B
2023-09-01,48495,4708.85,246,0.17,Technology,Tables,Home Office,Central,Product B
2023-09-01,32148,3295.85,261,0.07,Technology,Chairs,Corporate,South,Product B
2023-10-01,33781,8040.92,288,0.14,Furniture,Storage,Home Office,East,Product B
2023-10-01,44570,8727.19,144,0.03,Furniture,Tables,Corporate,West,Product B
2023-10-01,65775,9348.16,121,0.17,Furniture,Tables,Corporate,Central,Product B
2023-10-01,21925,2992.34,259,0.09,Furniture,Storage,Home Office,South,Product B
2023-10-01,69020,6042.65,124,0.02,Office Supplies,Binders,Home Office,East,Product C
2023-10-01,61232,11549.74,251,0.18,Office Supplies,Storage,Consumer,West,Product A
2023-10-01,50524,12513.58,279,0.08,Office Supplies,Storage,Home Office,Central,Product A
2023-10-01,26605,2522.18,114,0.09,Office Supplies,Phones,Corporate,South,Product C
2023-10-01,34845,8444.09,260,0.18,Technology,Binders,Home Office,East,Product B
2023-10-01,20927,4007.84,157,0.08,Technology,Tables,Consumer,West,Product B
2023-10-01,58769,7561.01,267,0.08,Technology,Storage,Corporate,Central,Product C
2023-10-01,75696,10486.84,255,0.11,Technology,Phones,Home Office,South,Product B
2023-11-01,10440,1849.72,160,0.18,Furniture,Chairs,Corporate,East,Product B
2023-11-01,32695,7193.08,138,0.12,Furniture,Tables,Corporate,West,Product B
2023-11-01,62601,10564.05,183,0.02,Furniture,Phones,Consumer,Central,Product A
2023-11-01,77477,13578.91,221,0.18,Furniture,Phones,Home Office,South,Product C
2023-11-01,30971,3803.9,115,0.04,Office Supplies,Chairs,Home Office,East,Product C
2023-11-01,58309,7071.03,151,0.02,Office Supplies,Phones,Corporate,West,Product B
2023-11-01,15707,3606.17,168,0.2,Office Supplies,Phones,Home Office,Central,Product A
2023-11-01,36266,7637.69,160,0.07,Office Supplies,Binders,Corporate,South,Product C
2023-11-01,21350,5071.05,170,0.01,Technology,Binders,Consumer,East,Product B
2023-11-01,10250,1849.78,181,0.12,Technology,Phones,Consumer,West,Product C
2023-11-01,27707,4796.73,297,0.07,Technology,Storage,Consumer,Central,Product C
2023-11-01,41657,5152.45,299,0.14,Technology,Chairs,Corporate,South,Product C
2023-12-01,39542,4604.96,89,0.05,Furniture,Storage,Consumer,East,Product A
2023-12-01,66322,7302.07,274,0.12,Furniture,Chairs,Home Office,West,Product C
2023-12-01,44205,7409.8,156,0.12,Furniture,Chairs,Consumer,Central,Product A
2023-12-01,49670,5081.92,176,0.17,Furniture,Tables,Corporate,South,Product C
2023-12-01,22825,2499.98,268,0.02,Office Supplies,Binders,Corporate,East,Product B
2023-12-01,24505,3454.48,92,0.15,Office Supplies,Tables,Home Office,West,Product C
2023-12-01,17444,1834.49,271,0.12,Office Supplies,Binders,Home Office,Central,Product A
2023-12-01,51971,10051.24,231,0.14,Office Supplies,Phones,Corporate,South,Product B
2023-12-01,11353,2212.76,84,0.11,Technology,Phones,Consumer,East,Product B
2023-12-01,35691,7003.93,178,0.06,Technology,Phones,Corporate,West,Product C
2023-12-01,48753,11786.4,270,0.19,Technology,Storage,Home Office,Central,Product B
2023-12-01,49788,8513.76,294,0.18,Technology,Tables,Home Office,South,Product A
